UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,YEAR,QUARTER,CURR_ASSETS,FLIGHT_EQUIP,ASSETS,CURR_LIABILITIES,NON_REC_LIAB,DEF_CREDITS
ML (1),Midway Airlines Inc. (1),ML,Midway Airlines Inc.,1990,3,93415,228272,415005,210561,117255,32470
KR,Kitty Hawk Aircargo,KR,Kitty Hawk Aircargo,1998,4,122742.92,217701.22,238368.5,125712.26,38225.03,
RD,Ryan International Airlines,RD,Ryan International Airlines,2008,3,63015.99,18.83,70058.43,66006.97,,
CDQ,Kitty Hawk International,CDQ,American International Airways Inc.,1996,4,71862.33,321027.2,342029.51,150517.42,145642.26,
8C,Air Transport International,8C,Air Transport International,2000,4,19019.71,17157.11,87573.76,83353.89,24575.77,
ML (1),Midway Airlines Inc. (1),ML,Midway Airlines Inc.,1990,2,106064.39,239609.03,451184.48,215571.5,125055.49,36002.91
AX,Trans States Airlines,AX,Trans States Airlines,2007,2,62735.42,133011.56,182262.81,33447.49,88285.35,191.53
KW,Carnival Air Lines Inc.,KW,Carnival Air Lines Inc.,1995,3,23976.12,39635.48,46434.51,37972.58,1477.07,1471.07
L3,Lynx Aviation d/b/a Frontier Airlines,L4,Lynx Aviation d/b/a Frontier Airlines,2009,2,-34529.28,105070.33,79709.92,2359.35,78605.64,-943.73
CDQ,Kitty Hawk International,CDQ,Kitty Hawk International,1999,4,65337.78,540795.88,603245.05,60329.27,410060.82,87246.21
AX,Trans States Airlines,AX,Trans States Airlines,2007,1,51252.23,132812.16,172260.72,31176.35,88953.6,210.81
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,1990,3,35153.39,513674.32,572932.08,126700.96,386597.16,16213.69
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,1992,2,21644.58,645408.31,623560.2,161679.59,387541.58,19428.5
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Inc.,1990,1,53012.29,171753.38,220717.64,32908.75,80888.09,16387.66
0JQ,Vision Airlines,0JQ,Vision Airlines,2012,4,9043.74,0,20885.59,30472.87,6361.96,0
SAQ,Southern Air Transport Inc.,SAQ,Southern Air Transport Inc.,1991,1,60085.13,138982.21,136944.77,33507.71,43877.79,562.56
CTQ,Custom Air Transport,CTQ,Custom Air Transport,2006,1,-2754.64,19816.74,11019.34,10084.29,918,
AX,Trans States Airlines,AX,Trans States Airlines,2007,3,49465.79,133156.42,166968.43,31720.67,86467.11,172.26
SAQ,Southern Air Transport Inc.,SAQ,Southern Air Transport Inc.,1996,4,38489.62,163690.41,141031.07,40923.68,32013.01,
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,1992,1,25032.42,630102.45,649583.23,172080.16,402904.15,21064.58
WE,Centurion Cargo Inc.,WE,Centurion Cargo Inc.,2012,2,104085.93,0,118627.05,123433.39,3842.36,
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,1992,4,36714.13,657869.41,629738.54,113626.42,443354.05,19014.44
XJ,Mesaba Airlines,XJ,Mesaba Airlines,1999,1,109339.88,41178.3,179223.12,48674.26,4358.69,16950.84
WO,World Airways Inc.,WO,World Airways Inc.,1998,3,27778,81214,118117,47832,86141,4403
SAQ,Southern Air Transport Inc.,SAQ,Southern Air Transport Inc.,1994,3,55202.61,155097.8,122450.14,10080.51,31341.44,
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Inc.,1990,2,42318.47,182967.82,220083.25,28404.37,82459.53,16535.82
WO,World Airways Inc.,WO,World Airways Inc.,1997,3,48842,78668,143589,53971,86132,5460
CDQ,Kitty Hawk International,CDQ,Connie Kalitta Services,1990,4,18735.01,74684.23,72852.42,14188.32,43050.6,
AX,Trans States Airlines,AX,Trans States Airlines,2007,4,48193.72,135060.32,166768.55,29113.65,86959.12,152.98
WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,1997,4,799262,3739774,4245583,867935,628106,740523
XJ,Mesaba Airlines,XJ,Mesaba Airlines,1998,1,89499.38,22448.73,136191.67,41508.76,4751.29,14385.08
CDQ,Kitty Hawk International,CDQ,American International Airways Inc.,1998,3,156931.17,375490.48,643172.86,114178.94,390495.52,86544.39
WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,1990,1,154201.45,1100436.64,1410415.53,206682.88,348876.4,274216.95
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Inc.,1991,1,38078.49,180331.93,225126.11,30723.75,96196.62,10950.67
G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,2006,4,14975.01,95678.64,111731.31,17083.12,86851.67,2238.13
YX,Republic Airlines,YX,Republic Airlines,2011,4,308164.48,1462910.06,1599258.95,472074.06,943755.5,129420.45
TW,Trans World Airways LLC,TW,Trans World Airways LLC,2001,4,428529.95,351190.99,2337635.14,1628118.34,963566.63,1418
CDQ,Kitty Hawk International,CDQ,Kitty Hawk International,1999,2,244397.38,450897.08,752492.23,108882.19,507001.88,87246.21
8C,Air Transport International,8C,Air Transport International,2000,3,16703.51,17056.6,115070.69,75385.4,13880.82,
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Inc.,1991,4,56591.61,249004.4,298170.66,109207.22,124843.6,4806.78
FCQ,Falcon Air Express,FCQ,Falcon Air Express,2003,1,13201.79,21.7,13884.38,9276.15,13404.43,
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Inc.,1990,3,41932.7,185199.3,222882.16,30180.59,82886.77,16755.43
JW,Arrow Air Inc.,JW,Arrow Air Inc.,2006,3,31670,,69092,44608,23901,
TNQ,Emery Worldwide Airlines,TNQ,Emery Worldwide Airlines,2000,1,229104.7,271897.73,657829.2,180736.67,382314.76,90917.96
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,1994,1,39291.68,635673.2,568300.6,158635.7,379736.35,4400.02
S5,Shuttle America Corp.,S5,Shuttle America Corp.,2010,2,65703.75,1292302.1,1158673.89,90579.77,840772.05,42037.59
FCQ,Falcon Air Express,FCQ,Falcon Air Express,2003,2,17049.21,51.7,17759.64,13346.82,13472.67,
TNQ,Emery Worldwide Airlines,TNQ,Emery Worldwide Airlines,2000,2,250499.73,192082.17,666967.99,157043.55,355970.42,164536.38
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Inc.,1992,1,45874.84,244051.38,359231.92,115236.47,142086.35,2236.15
SAQ,Southern Air Transport Inc.,SAQ,Southern Air Transport Inc.,1996,2,43927.1,162615.42,130242.71,42149.39,29123.92,93.26
5X,United Parcel Service,5X,United Parcel Service,1996,3,438806,4663350,4411015,256829,1788610,1481883
0JQ,Vision Airlines,0JQ,Vision Airlines,2012,3,11533.3,0,43807.13,31617.17,6516.74,0
PA (2),Pan American World Airways,OP,Pan American World Airways,1996,4,20271.82,,24196.16,13640.58,33472.46,
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,2012,1,24709.5,603833.19,323532.7,76990.57,85691.97,48760.11
SAQ,Southern Air Transport Inc.,SAQ,Southern Air Transport Inc.,1992,4,41865.51,162874.74,123860.78,20949.55,28620,543.82
8C,Air Transport International,8C,Air Transport International,1999,3,11395.75,17821.48,62429.92,46038.66,-2841.91,
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,1990,4,40144,526126.22,575750.33,129876.49,385051.54,16526.97
KW,Carnival Air Lines Inc.,KW,Carnival Air Lines Inc.,1997,4,34102.1,5753.58,45150.62,32673.69,89535.89,50
U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,2013,1,33218.17,9112.46,62607.88,38293.24,15940,7715.52
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,1991,1,23951.62,583763.85,593968.08,153112.92,380998.85,16104.68
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,1992,3,28564.85,645842.86,620369.82,169801.46,377848.74,19004.37
XJ,Mesaba Airlines,XJ,Mesaba Airlines,1998,3,98551.02,31594.81,160242.9,46574.84,4558.97,14415.15
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,1993,4,49078.08,690114.87,630686.18,162546.63,403406.38,18269.59
5J (1),Private Jet Expeditions,5J,Private Jet Expeditions,1994,3,8327.28,,13077.71,22932.74,1346.36,
S5,Shuttle America Corp.,S5,Shuttle America Corp.,2009,1,9390.88,1289804.5,1197003.05,111357.04,923628.44,42036.58
TB (1),USAir Shuttle,TB,USAir Shuttle,1997,3,12518.75,53317.91,129913.96,18644.41,152967.4,12634.88
SAQ,Southern Air Transport Inc.,SAQ,Southern Air Transport Inc.,1995,1,50927.66,159916.18,118932.44,8252.6,30000,122.01
0JQ,Vision Airlines,0JQ,Vision Airlines,2013,4,9094.24,0,18744.92,32651.78,10461.79,0
G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,2014,1,25112.94,321431.31,271993.51,35713.55,196261.21,455.83
XJ,Mesaba Airlines,XJ,Mesaba Airlines,1999,2,116906.01,48280.97,192744.26,52365.31,4255.3,15957.65
WO,World Airways Inc.,WO,World Airways Inc.,1999,1,30266,81680,116483,54894,84047,3875
FCQ,Falcon Air Express,FCQ,Falcon Air Express,2003,3,19402.05,76.7,20136.12,15646,13813.63,
WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,1993,1,480801,1622221,2275317,401882,600120,380668
U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,2012,1,37755.17,122404.33,52480.51,34574.15,9312.68,2300
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,1990,1,26907.84,384708.8,394871.3,50659.65,292306.17,15302.31
8C,Air Transport International,8C,Air Transport International,2002,2,26066.45,53336.43,78147.33,31417.95,36639.06,
L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,1999,2,5131.02,42029.63,43824.46,6440.33,47906.68,
PA (2),Pan American World Airways,PA,Pan American World Airways,1997,1,18403.29,,23480.71,18815.5,41758.75,
WO,World Airways Inc.,WO,World Airways Inc.,1993,1,21970,51154,72045,44308,22734,13478
S5,Shuttle America Corp.,S5,Shuttle America Corp.,2006,3,8995.99,962298.08,962122.02,148790.38,760676.53,13627.22
WO,World Airways Inc.,WO,World Airways Inc.,1998,1,36381,80150,129549,52737,87215,4932
KW,Carnival Air Lines Inc.,KW,Carnival Air Lines Inc.,1995,4,29249.98,35318.32,53183.44,44988.07,2202.11,
ML (1),Midway Airlines Inc. (1),ML,Midway Airlines Inc.,1991,1,106754,176445,314729,130051,208229,24031
CDQ,Kitty Hawk International,CDQ,American International Airways Inc.,1992,2,21903.16,60097.51,61796.7,15993.38,20822.53,
CP,Compass Airlines,CP,Compass Airlines,2014,1,31962.74,3457.87,45879.83,12881.69,2568.97,0
S5,Shuttle America Corp.,S5,Shuttle America Corp.,2008,2,32700.52,899331.95,840042.28,67276.2,638982.32,44421.17
KR,Kitty Hawk Aircargo,KR,Kitty Hawk Aircargo,1999,1,46617.81,223600.56,240551.67,36084.48,129264.31,
0JQ,Vision Airlines,0JQ,Vision Airlines,2014,3,12100.45,0,19923.96,19878.36,19092.17,0
G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,2007,3,18341.64,96002.61,111915.4,12355.55,84414.84,2053.75
CDQ,Kitty Hawk International,CDQ,American International Airways Inc.,1997,3,76671.44,304368.75,349488.15,238006.86,103917.54,
S5,Shuttle America Corp.,S5,Shuttle America Corp.,2006,2,11082.33,847062.34,899100.43,158845.06,700770.03,8027.26
0JQ,Vision Airlines,0JQ,Vision Airlines,2014,2,7406.68,0,10199.7,30475.45,11623.32,0
U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,2012,3,40469.85,8629.19,70818.47,38253.99,6092.01,8267.62
RD,Ryan International Airlines,RD,Ryan International Airlines,2011,3,39746.79,0,56894.09,36361.59,-62372,0
BF,Markair Inc.,BF,Markair Inc.,1992,1,25483.74,121126.25,204024.57,47090.29,128537.05,10451.09
GL,Miami Air International,GL,Miami Air International,2011,1,-17496.39,-5460.52,-25126.97,-17421.06,-2409.29,
S5,Shuttle America Corp.,S5,Shuttle America Corp.,2007,1,38299.59,920277,918049.22,92262.06,706892.25,65642.21
KW,Carnival Air Lines Inc.,KW,Carnival Air Lines Inc.,1996,1,24732.12,42022.33,60704.27,49939.84,3.69,2744.82
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,1994,3,37880.63,616695.87,540119.68,164278.71,381963.67,-4421.49
XJ,Mesaba Airlines,XJ,Mesaba Airlines,2003,2,68523.66,78975.2,117194.98,52599.86,4893.19,
JW,Arrow Air Inc.,JW,Arrow Air Inc.,2008,2,33118.42,2247.75,68240.06,42657.56,10243.33,
CDQ,Kitty Hawk International,CDQ,American International Airways Inc.,1998,1,123506.39,371409.92,563009.45,93128.79,329974.78,86051.73
GL,Miami Air International,GL,Miami Air International,2007,2,16278.68,7761.6,27059.92,15843.38,2234.27,
WO,World Airways Inc.,WO,World Airways Inc.,1992,2,70271,41356,103816,57740,20692,
PA (2),Pan American World Airways,PA,Pan American World Airways,1997,2,36364.88,5000,46964.17,30729.35,70246.45,
GL,Miami Air International,MMQ,Miami Air International,1996,3,16836.68,4499.28,28511.42,15110.94,5432.96,
G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,2007,2,18603.39,95816.13,113419.03,14816.39,85230.64,2115.21
0JQ,Vision Airlines,0JQ,Vision Airlines,2011,2,11517.87,0,45274.02,38414.71,4260.63,0
S5,Shuttle America Corp.,S5,Shuttle America Corp.,2011,4,287474.5,1271287.72,1283868.36,101367.46,725928.56,214517.25
XJ,Mesaba Airlines,XJ,Mesaba Airlines,1997,4,83130.58,30183.15,130968.39,41149.52,4844.52,14864.69
AX,Trans States Airlines,9N,Trans States Airlines,1993,4,24802.87,21283.51,72652.71,17157.36,35938.18,1536.57
FCQ,Falcon Air Express,FCQ,Falcon Air Express,2002,3,11412.4,21.7,12102.84,5342.01,12182.37,
WE,Centurion Cargo Inc.,WE,Centurion Cargo Inc.,2007,3,60847.97,8178.87,73242.1,70853.48,2057.57,2696.77
S5,Shuttle America Corp.,S5,Shuttle America Corp.,2008,4,11161.78,1214860.57,1146953.3,123086.6,859756.65,54226.58
F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,1995,4,12383.77,827.83,24341.42,18539.41,2493.18,
F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,1995,1,8269.91,492.34,13746.13,9528.81,2574.83,
KR,Kitty Hawk Aircargo,KR,Kitty Hawk Aircargo,1997,1,22765.03,,62276.84,6391.2,25225.49,
GL,Miami Air International,MMQ,Miami Air International,2001,2,7542.7,64749.66,45354.88,23391.91,17287.44,1835.47
AX,Trans States Airlines,9N,Trans States Airlines,1991,3,14012.85,19058.1,64327.62,13492.59,40490.16,1459.2
PT (1),Capital Cargo International,PT,Capital Cargo International,2012,4,4817,17859,12667,3876,1839,1236
SAQ,Southern Air Transport Inc.,SAQ,Southern Air Transport Inc.,1990,4,55612.64,136202.98,132041.34,29889.07,48131.4,104.91
GL,Miami Air International,MMQ,Miami Air International,2001,3,9224.69,64998.57,44855.4,24515.86,19982.64,
AX,Trans States Airlines,9N,Trans States Airlines,1994,1,26888.85,21279.78,74150.08,18186.26,35089.63,1465.3
FCQ,Falcon Air Express,FCQ,Falcon Air Express,2002,4,10633.86,21.7,11320.77,5159.01,13030.78,
GL,Miami Air International,GL,Miami Air International,2007,4,23032.55,7904.56,33244.66,20882.43,1729.54,
AX,Trans States Airlines,9N,Trans States Airlines,1992,4,19905.48,20308.63,65640.48,14995.99,38832.6,2054.99
CDQ,Kitty Hawk International,CDQ,American International Airways Inc.,1994,2,48653.8,118953.64,141938.34,50044.57,54381.59,
CDQ,Kitty Hawk International,CDQ,American International Airways Inc.,1991,4,22639.12,88362.23,82830.88,40413.19,19581.97,
S5,Shuttle America Corp.,S5,Shuttle America Corp.,2007,3,33525.96,899331.78,871792.39,63184.68,669785.59,72085.9
RD,Ryan International Airlines,RD,Ryan International Airlines,2009,2,52982.03,,56565.55,23352.82,20291.75,
AX,Trans States Airlines,9N,Trans States Airlines,1991,4,15025.1,19082.2,64831.73,12195.07,41018.77,2099.63
9R,Flagship Express Services,9R,Rosenbalm Aviation Inc.,1990,2,851.74,12889.56,57387.69,10977.6,43250,
S5,Shuttle America Corp.,S5,Shuttle America Corp.,2007,2,19419.77,899331.78,868038.08,60035.72,678840.74,68872.01
G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,2007,4,16013.91,96047.44,113134.46,11998.85,83575.8,1992.29
XP,XTRA Airways,XP,Casino Express,2011,4,1762.61,2687.76,4194.52,3096.18,1600.6,-3530.97
WO,World Airways Inc.,WO,World Airways Inc.,1992,1,48701,39234,80884,45950,22274,
KW,Carnival Air Lines Inc.,KW,Carnival Air Lines Inc.,1998,1,29633.33,5753.58,38684.24,27371.58,89752.89,50
XP,XTRA Airways,XP,Casino Express,2012,2,2302.08,3137.19,4437.68,4327.06,1248.85,-3499.52
G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,2007,1,14715.12,95746.38,110494.7,14048.89,86048.46,2176.67
HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,1990,4,51289.65,57477.39,143078.34,223406.12,22841.39,2109.79
8C,Air Transport International,8C,Air Transport International,1999,2,14041.37,26462.96,62825.11,36002.98,4053.65,
SAQ,Southern Air Transport Inc.,SAQ,Southern Air Transport Inc.,1990,1,26821.25,141027.43,115646.44,20006.43,57481.08,109.21
G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,2008,4,12095.71,139421.84,153204.11,12578.29,122202.72,1746.46
YX,Republic Airlines,RW,Republic Airlines,2006,3,2000.05,204863.75,253893.17,93340.97,153899.88,5172.34
PT (1),Capital Cargo International,PT,Capital Cargo International,2011,4,4699,15807,18117,6385.95,1370,1218.4
KR,Kitty Hawk Aircargo,KR,Kitty Hawk Aircargo,1998,3,48441.15,208278.15,162226.22,69129.17,40398.71,
XP,XTRA Airways,XP,Casino Express,2012,4,1300.49,4090.35,3837.66,4429.37,1257.63,-3499.52
PCQ,Pace Airlines,PCQ,Pace Airlines,2009,1,4882.94,344.38,8567.1,15440,509.73,
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,1991,4,23729.69,605879.67,618104.37,134201.42,415697.09,17355.88
YX,Republic Airlines,RW,Republic Airlines,2008,4,8708.25,1102159.23,1056735.52,124518.17,841843.17,15072.79
CTQ,Custom Air Transport,CTQ,Custom Air Transport,2006,2,-274.49,19822.77,13758.57,11408.98,2194.62,
0JQ,Vision Airlines,0JQ,Vision Airlines,2014,1,10005.69,0,15898.58,34186.73,10427.32,0
AX,Trans States Airlines,9N,Trans States Airlines,1993,1,20900.21,20208.31,65921.21,15852.59,37956.19,1923.4
JW,Arrow Air Inc.,JW,Arrow Air Inc.,2005,1,17349,,35378,17853,14846,
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,2010,4,26245.57,744713.73,417470.97,73069.82,21490.7,132968.77
XP,XTRA Airways,XP,Casino Express,2001,2,7561.76,44093.59,22290.07,1675.03,39697.02,
CDQ,Kitty Hawk International,CDQ,Connie Kalitta Services,1990,2,22203.18,63869.22,67198.27,10378.58,45077.27,
F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,1995,2,6835.48,495.78,13103.71,9430.64,3550.43,
WO,World Airways Inc.,WO,World Airways Inc.,1998,4,28350,81524,116437,51331,84593,4140
L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,1999,1,3324.24,33632.12,34928.08,6074.86,40230.62,
QX,Horizon Air,QX,Horizon Air,2011,2,121040,753840,816199,297646,336678,68910
SPQ,Sun Pacific International,SPQ,Sun Pacific International,1998,2,2077.51,9767.1,12529.14,12587.2,424.24,
AX,Trans States Airlines,9N,Trans States Airlines,1993,3,21725.98,21113.08,69232.63,15831.4,36499.79,1660.24
ER,"Astar USA, LLC",ER,DHL Airways,2002,1,27621.8,279579.17,171976.36,29554.93,28111.89,20602.67
NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,2005,3,6985.86,10378.64,18170.84,9619.91,1761.24,
KR,Kitty Hawk Aircargo,KR,Kitty Hawk Aircargo,1998,1,36499.36,172964.64,122621,27280.96,45202.84,
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,2010,1,36166.26,753040.99,444953.06,79409.02,67658.54,122992.91
CDQ,Kitty Hawk International,CDQ,American International Airways Inc.,1992,1,18915.11,58710.51,56411.66,15638.63,17255.11,
HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,1991,4,50196.77,53617.28,127274.45,155349.27,172793.96,-561.05
XP,XTRA Airways,XP,Casino Express,2002,1,5810.98,42755.42,18355.54,2104.56,40010.5,
RV (1),Reeve Aleutian Airways Inc.,RV,Reeve Aleutian Airways Inc.,1997,2,5959.45,18803.22,17207.39,8268.34,1100,942.13
S5,Shuttle America Corp.,S5,Shuttle America Corp.,2006,4,10772.68,983331.23,971321,142295.16,766714.85,17119.58
RD,Ryan International Airlines,RD,Ryan International Airlines,2010,1,59440.37,,75545.51,31474.41,-1003.66,
ZKQ,Zantop International,ZKQ,Zantop International,1996,4,13196.57,64602.5,56015.42,6885.31,16793,2388
PCQ,Pace Airlines,PCQ,Pace Airlines,2005,2,3168.27,777.44,7676.58,7205.23,3562.3,
T9,TransMeridian Airlines,T9,TransMeridian Airlines,2003,1,4286.89,3121.88,8320.12,9545.19,2981.65,
KR,Kitty Hawk Aircargo,KR,Kitty Hawk Aircargo,1996,2,10274.72,,36435.95,4869.96,10867.69,
T9,TransMeridian Airlines,T9,TransMeridian Airlines,2003,2,4656.38,3341.84,9127.3,11937.15,2981.65,
BFQ,Buffalo Airways Inc.,BFQ,Buffalo Airways Inc.,1995,1,2267.21,11456.14,11837.74,7361.99,1315.66,1416.21
G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,2008,2,18366.75,96189.82,120345.69,11744.79,88595.99,1869.37
WE,Centurion Cargo Inc.,WE,Challenge Air Cargo Inc.,1993,2,17831.09,7863.35,34902.88,20775.43,4861.13,440.41
